# activity_index; type; from_event; to_event; lower_bound; upper_bound
8764; "change"; 918; 1909; 4; 123
8765; "change"; 918; 2121; 4; 123
8766; "change"; 918; 2131; 4; 123
8767; "change"; 918; 2177; 4; 123
8768; "change"; 918; 2185; 4; 123
8769; "change"; 918; 2189; 4; 123
8770; "change"; 918; 2199; 4; 123
8771; "change"; 920; 41; 7; 126
8772; "change"; 920; 49; 7; 126
8773; "change"; 920; 57; 7; 126
8774; "change"; 920; 65; 7; 126
8775; "change"; 920; 217; 7; 126
8776; "change"; 920; 235; 7; 126
8777; "change"; 920; 319; 7; 126
8778; "change"; 920; 351; 7; 126
8779; "change"; 920; 603; 7; 126
8780; "change"; 920; 625; 7; 126
8781; "change"; 920; 643; 7; 126
8782; "change"; 920; 651; 7; 126
8783; "change"; 920; 659; 7; 126
8784; "change"; 920; 667; 7; 126
8785; "change"; 920; 689; 7; 126
8786; "change"; 920; 721; 7; 126
8787; "change"; 920; 1107; 7; 126
8788; "change"; 920; 1133; 7; 126
8789; "change"; 920; 1151; 7; 126
8790; "change"; 920; 1177; 7; 126
8791; "change"; 920; 1215; 7; 126
8792; "change"; 920; 1237; 7; 126
8793; "change"; 920; 1257; 7; 126
8794; "change"; 920; 1441; 7; 126
8795; "change"; 920; 1461; 7; 126
8796; "change"; 920; 1563; 7; 126
8797; "change"; 920; 1585; 7; 126
8798; "change"; 920; 1607; 7; 126
8799; "change"; 920; 1625; 7; 126
8800; "change"; 920; 1651; 7; 126
8801; "change"; 920; 1689; 7; 126
8802; "change"; 920; 1715; 7; 126
8803; "change"; 920; 1915; 7; 126
8804; "change"; 920; 1933; 7; 126
8805; "change"; 920; 1947; 7; 126
8806; "change"; 920; 1949; 7; 126
8807; "change"; 920; 1951; 7; 126
8808; "change"; 920; 1963; 7; 126
8809; "change"; 920; 1975; 7; 126
8810; "change"; 920; 1985; 7; 126
8811; "change"; 920; 1995; 7; 126
8812; "change"; 920; 1997; 7; 126
8813; "change"; 920; 1999; 7; 126
8814; "change"; 920; 2009; 7; 126
8815; "change"; 920; 2019; 7; 126
8816; "change"; 920; 2027; 7; 126
8817; "change"; 920; 2061; 7; 126
8818; "change"; 920; 2095; 7; 126
8819; "change"; 920; 2101; 7; 126
8820; "change"; 920; 2107; 7; 126
8821; "change"; 920; 2113; 7; 126
8822; "change"; 920; 2119; 7; 126
8823; "change"; 920; 2129; 7; 126
8824; "change"; 920; 2139; 7; 126
8825; "change"; 920; 2143; 7; 126
8826; "change"; 920; 2159; 7; 126
8827; "change"; 920; 2175; 7; 126
8828; "change"; 920; 2183; 7; 126
8829; "change"; 920; 2187; 7; 126
8830; "change"; 920; 2191; 7; 126
8831; "change"; 920; 2193; 7; 126
8832; "change"; 920; 2195; 7; 126
8833; "change"; 920; 2197; 7; 126
8834; "change"; 922; 1373; 2; 121
8835; "change"; 922; 1385; 2; 121
8836; "change"; 924; 1371; 2; 121
8837; "change"; 924; 1383; 2; 121
8838; "change"; 926; 1369; 2; 121
8839; "change"; 926; 1381; 2; 121
8840; "change"; 928; 1367; 1; 120
8841; "change"; 928; 1379; 1; 120
8842; "change"; 930; 1365; 2; 121
8843; "change"; 930; 1377; 2; 121
8844; "change"; 932; 127; 5; 124
8845; "change"; 932; 167; 5; 124
8846; "change"; 932; 1335; 5; 124
8847; "change"; 932; 1349; 5; 124
8848; "change"; 932; 1363; 5; 124
8849; "change"; 932; 1375; 5; 124
8850; "change"; 932; 1387; 5; 124
8851; "change"; 932; 1409; 5; 124
8852; "change"; 932; 1431; 5; 124
8853; "change"; 932; 1451; 5; 124
8854; "change"; 932; 1471; 5; 124
8855; "change"; 932; 1497; 5; 124
8856; "change"; 932; 1523; 5; 124
8857; "change"; 932; 1527; 5; 124
8858; "change"; 932; 1869; 5; 124
8859; "change"; 934; 1373; 2; 121
8860; "change"; 934; 1385; 2; 121
8861; "change"; 936; 1371; 2; 121
8862; "change"; 936; 1383; 2; 121
8863; "change"; 938; 1369; 2; 121
8864; "change"; 938; 1381; 2; 121
8865; "change"; 940; 1367; 1; 120
8866; "change"; 940; 1379; 1; 120
8867; "change"; 942; 1365; 2; 121
8868; "change"; 942; 1377; 2; 121
8869; "change"; 944; 127; 5; 124
8870; "change"; 944; 167; 5; 124
8871; "change"; 944; 1335; 5; 124
8872; "change"; 944; 1349; 5; 124
8873; "change"; 944; 1363; 5; 124
8874; "change"; 944; 1375; 5; 124
8875; "change"; 944; 1387; 5; 124
8876; "change"; 944; 1409; 5; 124
8877; "change"; 944; 1431; 5; 124
8878; "change"; 944; 1451; 5; 124
8879; "change"; 944; 1471; 5; 124
8880; "change"; 944; 1497; 5; 124
8881; "change"; 944; 1523; 5; 124
8882; "change"; 944; 1527; 5; 124
8883; "change"; 944; 1869; 5; 124
8884; "change"; 946; 43; 3; 122
8885; "change"; 946; 51; 3; 122
8886; "change"; 946; 59; 3; 122
8887; "change"; 946; 67; 3; 122
8888; "change"; 946; 333; 3; 122
8889; "change"; 946; 365; 3; 122
8890; "change"; 946; 641; 3; 122
8891; "change"; 946; 649; 3; 122
8892; "change"; 946; 657; 3; 122
8893; "change"; 946; 665; 3; 122
8894; "change"; 946; 675; 3; 122
8895; "change"; 946; 707; 3; 122
8896; "change"; 946; 815; 3; 122
8897; "change"; 946; 849; 3; 122
8898; "change"; 946; 881; 3; 122
8899; "change"; 946; 887; 3; 122
8900; "change"; 946; 893; 3; 122
8901; "change"; 946; 899; 3; 122
8902; "change"; 946; 2055; 3; 122
8903; "change"; 946; 2089; 3; 122
8904; "change"; 946; 2097; 3; 122
8905; "change"; 946; 2103; 3; 122
8906; "change"; 946; 2109; 3; 122
8907; "change"; 946; 2115; 3; 122
8908; "change"; 946; 2141; 3; 122
8909; "change"; 948; 41; 7; 126
8910; "change"; 948; 49; 7; 126
8911; "change"; 948; 57; 7; 126
8912; "change"; 948; 65; 7; 126
8913; "change"; 948; 217; 7; 126
8914; "change"; 948; 235; 7; 126
8915; "change"; 948; 319; 7; 126
8916; "change"; 948; 351; 7; 126
8917; "change"; 948; 603; 7; 126
8918; "change"; 948; 625; 7; 126
8919; "change"; 948; 643; 7; 126
8920; "change"; 948; 651; 7; 126
8921; "change"; 948; 659; 7; 126
8922; "change"; 948; 667; 7; 126
8923; "change"; 948; 689; 7; 126
8924; "change"; 948; 721; 7; 126
8925; "change"; 948; 1107; 7; 126
8926; "change"; 948; 1133; 7; 126
8927; "change"; 948; 1151; 7; 126
8928; "change"; 948; 1177; 7; 126
8929; "change"; 948; 1215; 7; 126
8930; "change"; 948; 1237; 7; 126
8931; "change"; 948; 1257; 7; 126
8932; "change"; 948; 1441; 7; 126
8933; "change"; 948; 1461; 7; 126
8934; "change"; 948; 1563; 7; 126
8935; "change"; 948; 1585; 7; 126
8936; "change"; 948; 1607; 7; 126
8937; "change"; 948; 1625; 7; 126
8938; "change"; 948; 1651; 7; 126
8939; "change"; 948; 1689; 7; 126
8940; "change"; 948; 1715; 7; 126
8941; "change"; 948; 1915; 7; 126
8942; "change"; 948; 1933; 7; 126
8943; "change"; 948; 1947; 7; 126
8944; "change"; 948; 1949; 7; 126
8945; "change"; 948; 1951; 7; 126
8946; "change"; 948; 1963; 7; 126
8947; "change"; 948; 1975; 7; 126
8948; "change"; 948; 1985; 7; 126
8949; "change"; 948; 1995; 7; 126
8950; "change"; 948; 1997; 7; 126
8951; "change"; 948; 1999; 7; 126
8952; "change"; 948; 2009; 7; 126
8953; "change"; 948; 2019; 7; 126
8954; "change"; 948; 2027; 7; 126
8955; "change"; 948; 2061; 7; 126
8956; "change"; 948; 2095; 7; 126
8957; "change"; 948; 2101; 7; 126
8958; "change"; 948; 2107; 7; 126
8959; "change"; 948; 2113; 7; 126
8960; "change"; 948; 2119; 7; 126
8961; "change"; 948; 2129; 7; 126
8962; "change"; 948; 2139; 7; 126
8963; "change"; 948; 2143; 7; 126
8964; "change"; 948; 2159; 7; 126
8965; "change"; 948; 2175; 7; 126
8966; "change"; 948; 2183; 7; 126
8967; "change"; 948; 2187; 7; 126
8968; "change"; 948; 2191; 7; 126
8969; "change"; 948; 2193; 7; 126
8970; "change"; 948; 2195; 7; 126
8971; "change"; 948; 2197; 7; 126
8972; "change"; 950; 517; 4; 123
8973; "change"; 950; 539; 4; 123
8974; "change"; 950; 565; 4; 123
8975; "change"; 950; 591; 4; 123
8976; "change"; 950; 995; 4; 123
8977; "change"; 950; 1021; 4; 123
8978; "change"; 950; 1047; 4; 123
8979; "change"; 950; 1069; 4; 123
8980; "change"; 950; 1091; 4; 123
8981; "change"; 950; 1117; 4; 123
8982; "change"; 950; 1143; 4; 123
8983; "change"; 950; 1169; 4; 123
8984; "change"; 950; 1407; 4; 123
8985; "change"; 950; 1429; 4; 123
8986; "change"; 950; 1641; 4; 123
8987; "change"; 950; 1667; 4; 123
8988; "change"; 950; 1697; 4; 123
8989; "change"; 950; 1723; 4; 123
8990; "change"; 952; 515; 5; 124
8991; "change"; 952; 537; 5; 124
8992; "change"; 952; 559; 5; 124
8993; "change"; 952; 585; 5; 124
8994; "change"; 952; 1001; 5; 124
8995; "change"; 952; 1027; 5; 124
8996; "change"; 952; 1053; 5; 124
8997; "change"; 952; 1075; 5; 124
8998; "change"; 952; 1145; 5; 124
8999; "change"; 952; 1171; 5; 124
9000; "change"; 952; 1295; 5; 124
9001; "change"; 952; 1311; 5; 124
9002; "change"; 952; 1401; 5; 124
9003; "change"; 952; 1423; 5; 124
9004; "change"; 952; 1695; 5; 124
9005; "change"; 952; 1721; 5; 124
9006; "change"; 954; 513; 3; 122
9007; "change"; 954; 535; 3; 122
9008; "change"; 954; 557; 3; 122
9009; "change"; 954; 583; 3; 122
9010; "change"; 954; 1003; 3; 122
9011; "change"; 954; 1029; 3; 122
9012; "change"; 956; 511; 3; 122
9013; "change"; 956; 533; 3; 122
9014; "change"; 956; 555; 3; 122
9015; "change"; 956; 581; 3; 122
9016; "change"; 956; 1005; 3; 122
9017; "change"; 956; 1031; 3; 122
9018; "change"; 958; 509; 3; 122
9019; "change"; 958; 531; 3; 122
9020; "change"; 958; 553; 3; 122
9021; "change"; 958; 579; 3; 122
9022; "change"; 958; 1007; 3; 122
9023; "change"; 958; 1033; 3; 122
9024; "change"; 960; 507; 3; 122
9025; "change"; 960; 529; 3; 122
9026; "change"; 962; 505; 3; 122
9027; "change"; 962; 527; 3; 122
9028; "change"; 962; 551; 3; 122
9029; "change"; 962; 577; 3; 122
9030; "change"; 962; 1009; 3; 122
9031; "change"; 962; 1035; 3; 122
9032; "change"; 964; 503; 3; 122
9033; "change"; 964; 525; 3; 122
9034; "change"; 964; 549; 3; 122
9035; "change"; 964; 575; 3; 122
9036; "change"; 964; 1011; 3; 122
9037; "change"; 964; 1037; 3; 122
9038; "change"; 966; 501; 2; 121
9039; "change"; 966; 523; 2; 121
9040; "change"; 966; 547; 2; 121
9041; "change"; 966; 573; 2; 121
9042; "change"; 966; 1013; 2; 121
9043; "change"; 966; 1039; 2; 121
9044; "change"; 968; 37; 4; 123
9045; "change"; 968; 81; 4; 123
9046; "change"; 968; 485; 4; 123
9047; "change"; 968; 499; 4; 123
9048; "change"; 968; 521; 4; 123
9049; "change"; 968; 543; 4; 123
9050; "change"; 968; 569; 4; 123
9051; "change"; 968; 595; 4; 123
9052; "change"; 968; 617; 4; 123
9053; "change"; 968; 1017; 4; 123
9054; "change"; 968; 1043; 4; 123
9055; "change"; 968; 1571; 4; 123
9056; "change"; 968; 1593; 4; 123
9057; "change"; 970; 483; 4; 123
9058; "change"; 970; 497; 4; 123
9059; "change"; 970; 519; 4; 123
9060; "change"; 970; 541; 4; 123
9061; "change"; 970; 567; 4; 123
9062; "change"; 970; 593; 4; 123
9063; "change"; 970; 615; 4; 123
9064; "change"; 972; 517; 4; 123
9065; "change"; 972; 539; 4; 123
9066; "change"; 972; 565; 4; 123
9067; "change"; 972; 591; 4; 123
9068; "change"; 972; 995; 4; 123
9069; "change"; 972; 1021; 4; 123
9070; "change"; 972; 1047; 4; 123
9071; "change"; 972; 1069; 4; 123
9072; "change"; 972; 1091; 4; 123
9073; "change"; 972; 1117; 4; 123
9074; "change"; 972; 1143; 4; 123
9075; "change"; 972; 1169; 4; 123
9076; "change"; 972; 1407; 4; 123
9077; "change"; 972; 1429; 4; 123
9078; "change"; 972; 1641; 4; 123
9079; "change"; 972; 1667; 4; 123
9080; "change"; 972; 1697; 4; 123
9081; "change"; 972; 1723; 4; 123
9082; "change"; 974; 515; 5; 124
9083; "change"; 974; 537; 5; 124
9084; "change"; 974; 559; 5; 124
9085; "change"; 974; 585; 5; 124
9086; "change"; 974; 1001; 5; 124
9087; "change"; 974; 1027; 5; 124
9088; "change"; 974; 1053; 5; 124
9089; "change"; 974; 1075; 5; 124
9090; "change"; 974; 1145; 5; 124
9091; "change"; 974; 1171; 5; 124
9092; "change"; 974; 1295; 5; 124
9093; "change"; 974; 1311; 5; 124
9094; "change"; 974; 1401; 5; 124
9095; "change"; 974; 1423; 5; 124
9096; "change"; 974; 1695; 5; 124
9097; "change"; 974; 1721; 5; 124
9098; "change"; 976; 513; 3; 122
9099; "change"; 976; 535; 3; 122
9100; "change"; 976; 557; 3; 122
9101; "change"; 976; 583; 3; 122
9102; "change"; 976; 1003; 3; 122
9103; "change"; 976; 1029; 3; 122
9104; "change"; 978; 511; 3; 122
9105; "change"; 978; 533; 3; 122
9106; "change"; 978; 555; 3; 122
9107; "change"; 978; 581; 3; 122
9108; "change"; 978; 1005; 3; 122
9109; "change"; 978; 1031; 3; 122
9110; "change"; 980; 509; 3; 122
9111; "change"; 980; 531; 3; 122
9112; "change"; 980; 553; 3; 122
9113; "change"; 980; 579; 3; 122
9114; "change"; 980; 1007; 3; 122
9115; "change"; 980; 1033; 3; 122
9116; "change"; 982; 507; 3; 122
9117; "change"; 982; 529; 3; 122
9118; "change"; 984; 505; 3; 122
9119; "change"; 984; 527; 3; 122
9120; "change"; 984; 551; 3; 122
9121; "change"; 984; 577; 3; 122
9122; "change"; 984; 1009; 3; 122
9123; "change"; 984; 1035; 3; 122
9124; "change"; 986; 503; 3; 122
9125; "change"; 986; 525; 3; 122
9126; "change"; 986; 549; 3; 122
9127; "change"; 986; 575; 3; 122
9128; "change"; 986; 1011; 3; 122
9129; "change"; 986; 1037; 3; 122
9130; "change"; 988; 501; 2; 121
9131; "change"; 988; 523; 2; 121
9132; "change"; 988; 547; 2; 121
9133; "change"; 988; 573; 2; 121
9134; "change"; 988; 1013; 2; 121
9135; "change"; 988; 1039; 2; 121
9136; "change"; 990; 37; 4; 123
9137; "change"; 990; 81; 4; 123
9138; "change"; 990; 485; 4; 123
9139; "change"; 990; 499; 4; 123
9140; "change"; 990; 521; 4; 123
9141; "change"; 990; 543; 4; 123
9142; "change"; 990; 569; 4; 123
9143; "change"; 990; 595; 4; 123
9144; "change"; 990; 617; 4; 123
9145; "change"; 990; 1017; 4; 123
9146; "change"; 990; 1043; 4; 123
9147; "change"; 990; 1571; 4; 123
9148; "change"; 990; 1593; 4; 123
9149; "change"; 992; 483; 4; 123
9150; "change"; 992; 497; 4; 123
9151; "change"; 992; 519; 4; 123
9152; "change"; 992; 541; 4; 123
9153; "change"; 992; 567; 4; 123
9154; "change"; 992; 593; 4; 123
9155; "change"; 992; 615; 4; 123
9156; "change"; 994; 517; 4; 123
9157; "change"; 994; 539; 4; 123
9158; "change"; 994; 565; 4; 123
9159; "change"; 994; 591; 4; 123
9160; "change"; 994; 951; 4; 123
9161; "change"; 994; 973; 4; 123
9162; "change"; 994; 1047; 4; 123
9163; "change"; 994; 1069; 4; 123
9164; "change"; 994; 1091; 4; 123
9165; "change"; 994; 1117; 4; 123
9166; "change"; 994; 1143; 4; 123
9167; "change"; 994; 1169; 4; 123
9168; "change"; 994; 1407; 4; 123
9169; "change"; 994; 1429; 4; 123
9170; "change"; 994; 1641; 4; 123
9171; "change"; 994; 1667; 4; 123
9172; "change"; 994; 1697; 4; 123
9173; "change"; 994; 1723; 4; 123
9174; "change"; 996; 563; 3; 122
9175; "change"; 996; 589; 3; 122
9176; "change"; 996; 1049; 3; 122
9177; "change"; 996; 1071; 3; 122
9178; "change"; 996; 1405; 3; 122
9179; "change"; 996; 1427; 3; 122
9180; "change"; 998; 561; 3; 122
9181; "change"; 998; 587; 3; 122
9182; "change"; 998; 1051; 3; 122
9183; "change"; 998; 1073; 3; 122
9184; "change"; 998; 1093; 3; 122
9185; "change"; 998; 1119; 3; 122
9186; "change"; 998; 1403; 3; 122
9187; "change"; 998; 1425; 3; 122
9188; "change"; 998; 1639; 3; 122
9189; "change"; 998; 1665; 3; 122
9190; "change"; 1000; 515; 5; 124
9191; "change"; 1000; 537; 5; 124
9192; "change"; 1000; 559; 5; 124
9193; "change"; 1000; 585; 5; 124
9194; "change"; 1000; 953; 5; 124
9195; "change"; 1000; 975; 5; 124
9196; "change"; 1000; 1053; 5; 124
9197; "change"; 1000; 1075; 5; 124
9198; "change"; 1000; 1145; 5; 124
9199; "change"; 1000; 1171; 5; 124
9200; "change"; 1000; 1295; 5; 124
9201; "change"; 1000; 1311; 5; 124
9202; "change"; 1000; 1401; 5; 124
9203; "change"; 1000; 1423; 5; 124
9204; "change"; 1000; 1695; 5; 124
9205; "change"; 1000; 1721; 5; 124
9206; "change"; 1002; 513; 3; 122
9207; "change"; 1002; 535; 3; 122
9208; "change"; 1002; 557; 3; 122
9209; "change"; 1002; 583; 3; 122
9210; "change"; 1002; 955; 3; 122
9211; "change"; 1002; 977; 3; 122
9212; "change"; 1004; 511; 3; 122
9213; "change"; 1004; 533; 3; 122
9214; "change"; 1004; 555; 3; 122
9215; "change"; 1004; 581; 3; 122
9216; "change"; 1004; 957; 3; 122
9217; "change"; 1004; 979; 3; 122
9218; "change"; 1006; 509; 3; 122
9219; "change"; 1006; 531; 3; 122
9220; "change"; 1006; 553; 3; 122
9221; "change"; 1006; 579; 3; 122
9222; "change"; 1006; 959; 3; 122
9223; "change"; 1006; 981; 3; 122
9224; "change"; 1008; 505; 3; 122
9225; "change"; 1008; 527; 3; 122
9226; "change"; 1008; 551; 3; 122
9227; "change"; 1008; 577; 3; 122
9228; "change"; 1008; 963; 3; 122
9229; "change"; 1008; 985; 3; 122
9230; "change"; 1010; 503; 3; 122
9231; "change"; 1010; 525; 3; 122
9232; "change"; 1010; 549; 3; 122
9233; "change"; 1010; 575; 3; 122
9234; "change"; 1010; 965; 3; 122
9235; "change"; 1010; 987; 3; 122
9236; "change"; 1012; 501; 2; 121
9237; "change"; 1012; 523; 2; 121
9238; "change"; 1012; 547; 2; 121
9239; "change"; 1012; 573; 2; 121
9240; "change"; 1012; 967; 2; 121
9241; "change"; 1012; 989; 2; 121
9242; "change"; 1014; 545; 2; 121
9243; "change"; 1014; 571; 2; 121
9244; "change"; 1016; 37; 4; 123
9245; "change"; 1016; 81; 4; 123
9246; "change"; 1016; 485; 4; 123
9247; "change"; 1016; 499; 4; 123
9248; "change"; 1016; 521; 4; 123
9249; "change"; 1016; 543; 4; 123
9250; "change"; 1016; 569; 4; 123
9251; "change"; 1016; 595; 4; 123
9252; "change"; 1016; 617; 4; 123
9253; "change"; 1016; 969; 4; 123
9254; "change"; 1016; 991; 4; 123
9255; "change"; 1016; 1571; 4; 123
9256; "change"; 1016; 1593; 4; 123
9257; "change"; 1018; 483; 4; 123
9258; "change"; 1018; 497; 4; 123
9259; "change"; 1018; 519; 4; 123
9260; "change"; 1018; 541; 4; 123
9261; "change"; 1018; 567; 4; 123
9262; "change"; 1018; 593; 4; 123
9263; "change"; 1018; 615; 4; 123
9264; "change"; 1020; 517; 4; 123
9265; "change"; 1020; 539; 4; 123
9266; "change"; 1020; 565; 4; 123
9267; "change"; 1020; 591; 4; 123
9268; "change"; 1020; 951; 4; 123
9269; "change"; 1020; 973; 4; 123
9270; "change"; 1020; 1047; 4; 123
9271; "change"; 1020; 1069; 4; 123
9272; "change"; 1020; 1091; 4; 123
9273; "change"; 1020; 1117; 4; 123
9274; "change"; 1020; 1143; 4; 123
9275; "change"; 1020; 1169; 4; 123
9276; "change"; 1020; 1407; 4; 123
9277; "change"; 1020; 1429; 4; 123
9278; "change"; 1020; 1641; 4; 123
9279; "change"; 1020; 1667; 4; 123
9280; "change"; 1020; 1697; 4; 123
9281; "change"; 1020; 1723; 4; 123
9282; "change"; 1022; 563; 3; 122
9283; "change"; 1022; 589; 3; 122
9284; "change"; 1022; 1049; 3; 122
9285; "change"; 1022; 1071; 3; 122
9286; "change"; 1022; 1405; 3; 122
9287; "change"; 1022; 1427; 3; 122
9288; "change"; 1024; 561; 3; 122
9289; "change"; 1024; 587; 3; 122
9290; "change"; 1024; 1051; 3; 122
9291; "change"; 1024; 1073; 3; 122
9292; "change"; 1024; 1093; 3; 122
9293; "change"; 1024; 1119; 3; 122
9294; "change"; 1024; 1403; 3; 122
9295; "change"; 1024; 1425; 3; 122
9296; "change"; 1024; 1639; 3; 122
9297; "change"; 1024; 1665; 3; 122
9298; "change"; 1026; 515; 5; 124
9299; "change"; 1026; 537; 5; 124
9300; "change"; 1026; 559; 5; 124
9301; "change"; 1026; 585; 5; 124
9302; "change"; 1026; 953; 5; 124
9303; "change"; 1026; 975; 5; 124
9304; "change"; 1026; 1053; 5; 124
9305; "change"; 1026; 1075; 5; 124
9306; "change"; 1026; 1145; 5; 124
9307; "change"; 1026; 1171; 5; 124
9308; "change"; 1026; 1295; 5; 124
9309; "change"; 1026; 1311; 5; 124
9310; "change"; 1026; 1401; 5; 124
9311; "change"; 1026; 1423; 5; 124
9312; "change"; 1026; 1695; 5; 124
9313; "change"; 1026; 1721; 5; 124
9314; "change"; 1028; 513; 3; 122
9315; "change"; 1028; 535; 3; 122
9316; "change"; 1028; 557; 3; 122
9317; "change"; 1028; 583; 3; 122
9318; "change"; 1028; 955; 3; 122
9319; "change"; 1028; 977; 3; 122
9320; "change"; 1030; 511; 3; 122
9321; "change"; 1030; 533; 3; 122
9322; "change"; 1030; 555; 3; 122
9323; "change"; 1030; 581; 3; 122
9324; "change"; 1030; 957; 3; 122
9325; "change"; 1030; 979; 3; 122
9326; "change"; 1032; 509; 3; 122
9327; "change"; 1032; 531; 3; 122
9328; "change"; 1032; 553; 3; 122
9329; "change"; 1032; 579; 3; 122
9330; "change"; 1032; 959; 3; 122
9331; "change"; 1032; 981; 3; 122
9332; "change"; 1034; 505; 3; 122
9333; "change"; 1034; 527; 3; 122
9334; "change"; 1034; 551; 3; 122
9335; "change"; 1034; 577; 3; 122
9336; "change"; 1034; 963; 3; 122
9337; "change"; 1034; 985; 3; 122
9338; "change"; 1036; 503; 3; 122
9339; "change"; 1036; 525; 3; 122
9340; "change"; 1036; 549; 3; 122
9341; "change"; 1036; 575; 3; 122
9342; "change"; 1036; 965; 3; 122
9343; "change"; 1036; 987; 3; 122
9344; "change"; 1038; 501; 2; 121
9345; "change"; 1038; 523; 2; 121
9346; "change"; 1038; 547; 2; 121
9347; "change"; 1038; 573; 2; 121
9348; "change"; 1038; 967; 2; 121
9349; "change"; 1038; 989; 2; 121
9350; "change"; 1040; 545; 2; 121
9351; "change"; 1040; 571; 2; 121
9352; "change"; 1042; 37; 4; 123
9353; "change"; 1042; 81; 4; 123
9354; "change"; 1042; 485; 4; 123
9355; "change"; 1042; 499; 4; 123
9356; "change"; 1042; 521; 4; 123
9357; "change"; 1042; 543; 4; 123
9358; "change"; 1042; 569; 4; 123
9359; "change"; 1042; 595; 4; 123
9360; "change"; 1042; 617; 4; 123
9361; "change"; 1042; 969; 4; 123
9362; "change"; 1042; 991; 4; 123
9363; "change"; 1042; 1571; 4; 123
9364; "change"; 1042; 1593; 4; 123
9365; "change"; 1044; 483; 4; 123
9366; "change"; 1044; 497; 4; 123
9367; "change"; 1044; 519; 4; 123
9368; "change"; 1044; 541; 4; 123
9369; "change"; 1044; 567; 4; 123
9370; "change"; 1044; 593; 4; 123
9371; "change"; 1044; 615; 4; 123
9372; "change"; 1046; 517; 4; 123
9373; "change"; 1046; 539; 4; 123
9374; "change"; 1046; 565; 4; 123
9375; "change"; 1046; 591; 4; 123
9376; "change"; 1046; 951; 4; 123
9377; "change"; 1046; 973; 4; 123
9378; "change"; 1046; 995; 4; 123
9379; "change"; 1046; 1021; 4; 123
9380; "change"; 1046; 1091; 4; 123
9381; "change"; 1046; 1117; 4; 123
9382; "change"; 1046; 1143; 4; 123
9383; "change"; 1046; 1169; 4; 123
9384; "change"; 1046; 1407; 4; 123
9385; "change"; 1046; 1429; 4; 123
9386; "change"; 1046; 1641; 4; 123
9387; "change"; 1046; 1667; 4; 123
9388; "change"; 1046; 1697; 4; 123
9389; "change"; 1046; 1723; 4; 123
